customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C05360,Female,1,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,78.73,4932.23,No
C05361,Male,1,Yes,Yes,63,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,104.15,6510.6,Yes
C05362,Male,0,No,No,69,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),57.24,4014.58,No
C05363,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),91.94,5094.49,No
C05364,Female,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,78.39,2867.21,Yes
C05365,Male,0,Yes,Yes,32,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,65.54,2117.92,No
C05366,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,104.59,2511.81,Yes
C05367,Female,0,No,Yes,22,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),71.08,1579.39,No
C05368,Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.92,1489.42,No
C05369,Female,0,Yes,No,55,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,101.99,5630.57,Yes
C05370,Female,0,Yes,No,62,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),72.3,4522.59,No
C05371,Male,1,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.56,112.64,No
C05372,Female,0,Yes,No,16,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.48,1173.93,No
C05373,Female,0,No,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.07,1517.02,No
C05374,Female,0,No,No,61,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,64.05,3904.14,No
C05375,Male,0,No,Yes,10,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,67.32,684.37,Yes
C05376,Male,1,No,No,66,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.1,3699.85,Yes
C05377,Male,0,Yes,No,39,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),76.46,2963.74,No
C05378,Male,0,Yes,Yes,39,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),47.09,1884.26,No
C05379,Female,0,Yes,No,55,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,72.49,3992.78,No
C05380,Male,0,Yes,No,52,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,68.06,3577.28,No
C05381,Female,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),63.95,1686.43,No
C05382,Female,0,Yes,No,41,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,57.52,2355.52,No
C05383,Female,0,No,No,45,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),47.3,2168.56,No
C05384,Female,1,No,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.16,1519.48,No
C05385,Male,0,Yes,No,22,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),86.84,2008.91,No
C05386,Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),82.22,2140.43,Yes
C05387,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,97.45,2783.02,No
C05388,Female,0,Yes,Yes,51,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),60.65,3053.18,No
C05389,Female,0,Yes,No,45,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),71.47,3170.68,Yes
C05390,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.73,0.0,No
C05391,Female,0,Yes,Yes,62,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,52.29,3214.56,No
C05392,Female,0,Yes,Yes,15,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,75.28,1107.3,Yes
C05393,Male,0,Yes,No,24,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,74.8,1835.92,No
C05394,Female,0,No,No,61,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),99.07,5991.8,No
C05395,Male,1,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.47,332.6,No
C05396,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.28,1523.03,No
C05397,Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.11,1586.27,No
C05398,Male,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,81.78,2831.61,No
C05399,Male,1,Yes,No,52,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.53,1013.59,No
C05400,Female,0,Yes,Yes,22,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.46,2210.81,Yes
C05401,Female,0,No,No,42,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),46.2,1996.09,Yes
C05402,Female,0,Yes,No,43,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),66.21,2899.29,No
C05403,Female,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,49.53,1536.31,No
C05404,Male,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,71.26,1551.75,No
C05405,Female,0,Yes,No,19,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,48.03,947.95,No
C05406,Male,1,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,99.57,1772.27,Yes
C05407,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.2,1880.87,Yes
C05408,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.62,676.16,Yes
C05409,Male,0,Yes,Yes,17,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,74.57,1294.92,No
C05410,Female,0,No,No,68,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,51.94,3459.08,No
C05411,Male,0,Yes,Yes,11,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),65.12,684.8,No
C05412,Female,0,Yes,Yes,9,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,55.41,468.46,Yes
C05413,Male,0,Yes,Yes,36,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,68.73,2401.84,Yes
C05414,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),100.29,5440.33,No
C05415,Male,0,No,Yes,3,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,65.51,134.63,Yes
C05416,Female,0,Yes,No,62,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,62.85,3943.29,No
C05417,Female,0,Yes,Yes,11,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,53.51,512.59,No
C05418,Male,0,No,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,106.56,1852.91,Yes
C05419,Male,1,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),94.39,673.46,Yes
C05420,Male,0,No,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.36,752.24,Yes
C05421,Male,0,Yes,No,48,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),58.07,2798.96,No
C05422,Female,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),82.35,5066.02,No
C05423,Male,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.13,4847.14,Yes
C05424,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.74,1755.41,No
C05425,Male,0,No,No,38,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),85.35,3315.36,No
C05426,Female,1,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,83.59,4081.93,Yes
C05427,Female,0,No,No,70,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),72.59,5104.22,No
C05428,Female,0,No,No,25,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),59.22,1440.84,No
C05429,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,105.16,2246.81,Yes
C05430,Male,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.31,1158.36,No
C05431,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,86.8,5626.75,No
C05432,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.08,765.43,No
C05433,Male,1,No,Yes,65,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,73.87,4841.85,Yes
C05434,Male,0,No,Yes,45,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.76,2373.76,No
C05435,Female,0,No,No,14,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,78.06,1060.09,Yes
C05436,Male,0,No,Yes,15,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,62.63,991.83,No
C05437,Male,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,71.62,5107.0,No
C05438,Male,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),81.98,1249.56,No
C05439,Female,0,No,No,38,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.33,3329.87,No
C05440,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),73.22,708.53,No
C05441,Female,0,Yes,No,35,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.6,644.8,No
C05442,Male,1,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),89.39,1512.41,Yes
C05443,Male,0,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.68,1902.89,Yes
C05444,Male,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.24,1233.58,No
C05445,Female,0,No,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),87.9,3586.39,No
C05446,Female,0,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,103.24,4432.32,No
C05447,Male,0,No,No,0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,47.74,51.38,No
C05448,Female,0,Yes,No,6,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,76.8,559.3,No
C05449,Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.34,874.39,No
C05450,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),22.73,353.23,No
C05451,Female,0,Yes,No,47,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,59.24,2772.53,Yes
C05452,Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),76.91,3220.93,Yes
C05453,Male,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.02,1108.85,No
C05454,Male,0,Yes,No,65,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),60.76,3924.15,No
C05455,Male,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.56,753.61,No
C05456,Female,0,Yes,Yes,38,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),109.43,4220.33,No
C05457,Female,0,Yes,No,8,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,46.34,292.53,No
C05458,Female,0,No,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,90.52,3643.25,Yes
C05459,Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.48,1746.79,Yes
C05460,Male,0,No,No,13,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,50.27,672.82,No
C05461,Female,0,No,Yes,57,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,109.15,6167.47,No
C05462,Male,0,No,No,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.32,1533.37,No
C05463,Female,0,Yes,No,27,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,71.37,1952.62,No
C05464,Female,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),100.15,357.79,Yes
C05465,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,98.81,3184.04,Yes
C05466,Female,0,No,No,3,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),46.83,120.06,Yes
C05467,Female,0,Yes,No,69,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,57.11,3931.69,No
C05468,Male,0,Yes,No,57,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.86,5365.62,Yes
C05469,Male,0,No,No,3,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.12,248.87,Yes
C05470,Male,0,No,No,49,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,71.59,3487.06,No
C05471,Female,0,No,Yes,4,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,50.37,168.4,No
C05472,Female,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.66,1063.34,No
C05473,Female,0,Yes,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.88,819.72,No
C05474,Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,109.72,2751.98,Yes
C05475,Male,0,Yes,Yes,1,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,60.84,124.71,Yes
C05476,Male,0,Yes,Yes,53,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,72.18,3848.76,No
C05477,Female,0,No,No,71,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,61.22,4416.74,No
C05478,Female,0,Yes,Yes,47,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,105.6,5069.55,Yes
C05479,Female,0,No,No,48,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,103.34,4905.23,No
C05480,Male,0,Yes,No,0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),74.03,39.33,No
C05481,Male,0,Yes,Yes,32,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,72.07,2219.63,No
C05482,Male,1,No,No,34,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,106.87,3597.44,Yes
C05483,Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,80.46,4277.41,No
C05484,Female,0,No,Yes,55,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,89.49,4970.12,No
C05485,Male,0,No,No,14,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.51,1261.88,No
C05486,Female,0,No,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,106.45,7230.14,No
C05487,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,80.88,267.36,No
C05488,Female,0,No,Yes,63,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,73.19,4604.71,No
C05489,Male,1,Yes,No,21,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,52.54,1102.24,No
C05490,Female,0,No,No,23,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.78,1464.33,Yes
C05491,Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.45,1230.79,No
C05492,Male,1,Yes,Yes,5,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),58.26,359.77,Yes
C05493,Male,0,No,No,26,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,63.25,1644.2,Yes
C05494,Male,0,Yes,No,9,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,49.3,422.56,Yes
C05495,Male,0,No,No,38,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,52.73,1933.63,Yes
C05496,Male,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.88,735.81,Yes
C05497,Female,0,No,Yes,53,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.26,3869.75,No
C05498,Female,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),79.84,4038.27,No
C05499,Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),87.51,5256.94,No
C05500,Male,0,No,Yes,71,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,62.23,4308.59,No
C05501,Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.39,1339.39,Yes
C05502,Female,0,No,No,61,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,66.78,4059.94,Yes
C05503,Male,1,Yes,No,48,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),72.47,3437.53,Yes
C05504,Male,0,No,Yes,50,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),50.21,2536.0,No
C05505,Male,0,Yes,No,27,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),74.11,2000.64,No
C05506,Male,0,Yes,No,35,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),86.4,2968.72,No
C05507,Male,0,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,76.69,1808.07,Yes
C05508,Female,0,No,Yes,35,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,105.01,3673.79,No
C05509,Female,0,No,No,59,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.59,3198.55,Yes
C05510,Female,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.03,659.66,No
C05511,Female,0,No,No,64,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),62.77,3955.97,No
C05512,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.59,1938.19,No
C05513,Male,0,Yes,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.08,829.28,No
C05514,Male,0,No,Yes,72,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,59.3,4361.74,No
C05515,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),103.45,2978.56,Yes
C05516,Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.36,1002.36,No
C05517,Female,0,Yes,No,28,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),62.66,1782.43,No
C05518,Female,1,No,No,4,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),66.85,238.99,No
C05519,Female,0,No,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),83.18,5340.28,No
C05520,Male,0,Yes,No,68,Yes,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),50.71,3487.87,No
C05521,Female,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.99,1894.6,No
C05522,Male,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.56,1577.67,Yes
C05523,Female,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.74,338.83,No
C05524,Female,0,No,No,50,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,45.42,2160.51,No
C05525,Male,0,No,No,36,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),70.5,2513.77,No
C05526,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),98.39,757.61,Yes
C05527,Female,1,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.97,992.69,No
C05528,Female,1,No,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,97.85,5167.98,No
C05529,Male,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.41,401.29,Yes
C05530,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.7,1130.72,No
C05531,Female,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,71.61,3411.87,No
C05532,Male,1,Yes,Yes,69,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,69.49,4894.16,No
C05533,Female,0,Yes,No,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,49.27,1670.18,No
C05534,Male,0,No,Yes,15,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.72,1208.35,Yes
C05535,Female,1,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.78,367.36,No
C05536,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.58,690.78,Yes
C05537,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.58,13.08,No
C05538,Male,0,No,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,98.29,1812.22,Yes
C05539,Female,1,Yes,Yes,44,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,46.43,2125.06,No
